bn:00113968a	yellow|黄
bn:00045124n	waters|水域 Canada|加拿大 ProperName|专 planar|面
bn:00010088n	tool|用具 wipe|擦拭
bn:00008635n	tool|用具 measure|测量 Strength|力量 gas|气
bn:00080229n	Bulk|体积 Volume|容积
bn:00020184n	clothing|衣物 PutOn|穿戴 part|部件 body|身 human|人
bn:00002459n	human|人 UK|英国 royal|皇 ProperName|专 Name|姓名
bn:00034968n	time|时间 festival|节 day|日
bn:00047607n	place|地方 country|国家 Asia|亚洲 politics|政 Pakistan|巴基斯坦 ProperName|专
bn:00054511n	part|部件 sky|空域
bn:00052601n	computer|电脑 order|命令
bn:00058102n	direction|方向 all|全
bn:00022367n	tool|用具 alter|改变 machine|机器
bn:00008032n	bird|禽
bn:00025638n	wealth|钱财 owe|欠
bn:00007847n	food|食品
bn:00014100n	human|人 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00015484n	bird|禽
bn:00047420n	ize|变性态 electricity|电
bn:00058966n	knowledge|知识 medical|医
bn:00038368n	vegetable|蔬菜
bn:00052969n	place|地方 capital|国都 city|市 Maldives|马尔代夫 ProperName|专
bn:00074476n	alcohol|酒
bn:00002411n	tool|用具 tell|告诉 Circumstances|境况 dangerous|危 information|信息 PayAttention|注意
bn:00000275n	tree|树
bn:00051252n	delimit|划定 Boundary|界限 Property|特性 restrain|制止
bn:00066516n	decline|衰败 economy|经济
bn:00019788n	process|过程 enjoy|享受 satisfied|满意 mating|交配
bn:00022109n	spend|花费 commerce|商业
bn:00055824n	material|材料 treasure|珍宝
bn:00027011n	edible|食物
bn:00031851n	expression|词语 tactful|婉
bn:00048075n	human|人 France|法国 ProperName|专 own|有 knowledge|知识
bn:00010708n	tool|用具 recreation|娱乐
bn:00024671n	fish|鱼
bn:00015641n	place|地方 capital|国都 city|市 Uruguay|乌拉圭 ProperName|专
bn:00056422n	humanized|拟人
bn:00059057n	material|材料 treasure|珍宝
bn:00028623n	group|群体 language|语言 ProperName|专
bn:00024226n	part|部件 physiology|生理学 eye|眼 look|看
bn:00045892n	ignorant|不知 unscholarly|没学问
bn:00037209n	animate|生物 reproduce|生殖
bn:00075928n	place|地方 city|市 China|中国 ProperName|专
bn:00053276n	expression|词语
bn:00007476n	place|地方 city|市 France|法国 ProperName|专
bn:00015445n	place|地方 South_Africa|南非 ProperName|专
bn:00021176n	FlowerGrass|花草
bn:00056857n	explain|说明 text|语文 fact|事情 literature|文
bn:00057580n	beast|走兽
bn:00054425n	celestial|天体
bn:00076839n	Wisdom|智慧 AnimalHuman|动物
bn:00056893n	US|美国 securities|证券 coupon|票证
bn:00039207n	tree|树
bn:00012081n	religion|宗教 publications|书刊
bn:00071670n	BeSimilar|相像 alike|似
bn:00014710n	Unit|单位 time|时间 month|月
bn:00077773n	place|地方 village|乡 city|市
bn:00024930n	place|地方 capital|国都 city|市 Czechoslovakia|捷克和斯洛伐克 ProperName|专
bn:00029676n	knowledge|知识 economy|经济
bn:00016301n	human|人 ProperName|专
bn:00033676n	InstitutePlace|场所 agricultural|农 planting|栽植 plant|植物 land|陆地 crop|庄稼
bn:00034394n	Amount|多少 entity|实体 Quantity|数量 count|计数
bn:00079864n	clothing|衣物
bn:00041954n	knowledge|知识 math|数学
bn:00019683n	music|音乐
bn:00020909n	celestial|天体
bn:00003778n	restrain|制止 painful|疼痛 medical|医
bn:00003176n	sound|声 language|语言
bn:00011360n	part|部件 BodyFluid|体液 physiology|生理学 AnimalHuman|动物
bn:00011968n	human|人 France|法国 politics|政 HeadOfState|元首 ProperName|专
bn:00007448n	route|道路
bn:00007686n	Status|身分 education|教育 human|人 HighRank|高等
bn:00081896n	money|货币 Japan|日本
bn:00057099n	location|位置 north|北 west|西
bn:00068530n	alcohol|酒
bn:00044775n	part|部件 physiology|生理学 animal|兽 shape|物形
bn:00077140n	part|部件 physiology|生理学
bn:00072668n	bird|禽
bn:00051857n	thinking|思想 prove|证明
bn:00042680n	experience|感受 fake|伪
bn:00015103n	tool|用具 store|保存 edible|食物
bn:00058728n	Unit|单位 Resistance|电阻
bn:00037618n	KindValue|类型值
bn:00000670n	Circumstances|境况 thing|万物 Ability|能力 use|利用
bn:00018949n	bird|禽
bn:00037255n	community|团体 guilty|有罪
bn:00072857n	classify|分类
bn:00071808n	bird|禽
bn:00060569n	simultaneous|同步 linear|线
bn:00056748n	naked|赤裸
bn:00019397n	material|材料 Color|颜色
bn:00005358n	fruit|水果
bn:00068621n	place|地方 country|国家 Europe|欧洲 politics|政
bn:00040451n	associate|交往
bn:00025537n	part|部件 ship|船
bn:00046991n	medicine|药物 disease|疾病 metabolize|代谢
bn:00052222n	medicine|药物
bn:00030591n	human|人 Occupation|职位 royal|皇 HeadOfState|元首
bn:00007449n	average|平均
bn:00068518n	Europe|欧洲 ProperName|专
bn:00070724n	place|地方 village|乡 ResidentialArea|居民区
bn:00040977n	separate|分离 math|数学
bn:00005084n	Name|姓名 human|人
bn:00016990n	human|人 famous|著名 entertainment|艺
bn:00080311n	food|食品
bn:00054501n	earth|大地 Central_America|中美洲 ProperName|专
bn:00006919n	metal|金属 chemistry|化学
bn:00054539n	decline|衰败 medical|医 metabolize|代谢
bn:00055261n	tool|用具 look|看
bn:00011522n	bird|禽
bn:00056947n	system|制度 community|团体 Germany|德国 politics|政
bn:00010997n	disease|疾病
bn:00075894n	food|食品 place|地方 city|市 Italy|意大利 ProperName|专
bn:00015270n	celestial|天体
bn:00023235n	place|地方 country|国家 politics|政
bn:00026832n	language|语言 place|地方 specific|特定
bn:00010990n	bird|禽
bn:00056922n	place|地方 capital|国都 city|市 country|国家 politics|政
bn:00075801n	part|部件
bn:00018246n	human|人 China|中国 politics|政 HeadOfState|元首 ProperName|专
bn:00070298n	waters|水域 France|法国 ProperName|专 linear|线
bn:00017213n	Strength|力量 physical|物质
bn:00031888n	money|货币 Europe|欧洲
bn:00025346n	location|位置
bn:00019511n	InsectWorm|虫
bn:00040717n	document|文书 record|记录 expression|词语
bn:00017969n	surname|姓
bn:00069976n	Height|高度 waters|水域
bn:00020722n	place|地方 country|国家 politics|政 control|控制 powerful|有威力 ResidentialArea|居民区
bn:00015554n	place|地方 capital|国都 city|市 Ireland|爱尔兰 ProperName|专
bn:00024148n	part|部件 skin|皮 earth|大地 external|外
bn:00026301n	part|部件 biology|生物学 animate|生物 chemical|化学物
bn:00039678n	fish|鱼
bn:00006876n	metal|金属 chemistry|化学
bn:00046842n	knowledge|知识 chemical|化学物 chemistry|化学
bn:00058821n	language|语言 Italy|意大利 ProperName|专
bn:00005338n	tool|用具 weapon|武器 military|军 firing|射击 machine|机器 shoot|发射
bn:00010584n	group|群体 biology|生物学 animate|生物
bn:00061150n	harmonious|和谐
bn:00051951n	mark|标志 earth|大地 linear|线
bn:00080429n	facilities|设施 communicate|交流 information|信息 disseminate|传播
bn:00006866n	chemical|化学物
bn:00061667n	replace|代替
bn:00028206n	waters|水域 ProperName|专
bn:00053508n	red|红 NotLight|浓
bn:00001851n	language|语言 ProperName|专
bn:00019429n	tribe|族群 human|人
bn:00010228n	human|人
bn:00069445n	location|位置 south|南
bn:00009222n	beast|走兽
bn:00065403n	InsectWorm|虫 fly|飞
bn:00003295n	LandVehicle|车 rescue|救助 doctor|医治 disease|疾病 urgent|急
bn:00025631n	human|人 wealth|钱财 owe|欠
bn:00015173n	vegetable|蔬菜
bn:00073191n	politics|政 institution|机构
bn:00010704n	SexValue|性别值 female|女 male|男
bn:00059393n	beast|走兽 swim|游
bn:00024332n	InsectWorm|虫 disease|疾病
bn:00046419n	record|记录
bn:00077692n	food|食品
bn:00054464n	humanized|拟人 female|女 swim|游
bn:00030581n	emotion|情感 feeling|情绪
bn:00061048n	humanized|拟人 defend|防守
bn:00016578n	material|材料 medicine|药物 StateLiquid|液态
bn:00006922n	metal|金属 chemistry|化学
bn:00042072n	fruit|水果
bn:00068093n	InstitutePlace|场所 celestial|天体 experiment|实验 research|研究 aircraft|飞行器 shoot|发射
bn:00030716n	study|学习
bn:00030766n	part|部件 physiology|生理学 metabolize|代谢
bn:00076607n	tool|用具 artifact|人工物
bn:00010728n	time|时间 TimeShort|短时间
bn:00063770n	Number|编号 letter|信件 mean|指代 Sequence|次序
bn:00049953n	hair|毛
bn:00046672n	inflamed|发炎 disease|疾病
bn:00026890n	human|人 Nationality|国籍 function|活动 place|地方 foreign|外国
bn:00037593n	material|材料 sticky|黏
bn:00004034n	AnimalHuman|动物
bn:00018218n	fruit|水果
bn:00003653n	facilities|设施 compete|比赛 sport|体育
bn:00043213n	human|人 US|美国 politics|政 HeadOfState|元首 ProperName|专
bn:00079647n	tool|用具 TakePicture|拍摄 image|图像 shows|表演物
bn:00027620n	disgust|厌恶 emotion|情感
bn:00063186n	tree|树
bn:00068246n	base|根 plant|植物
bn:00027976n	human|人 Occupation|职位 medical|医 doctor|医治
bn:00011296n	gas|气 poisonous|有毒
bn:00065293n	chemical|化学物
bn:00010015n	waters|水域 ProperName|专 planar|面
bn:00000372n	cease|停做 pregnant|怀孕 medical|医
bn:00032309n	experiment|实验
bn:00013434n	human|人 UK|英国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00009199n	material|材料
bn:00055784n	place|地方 city|市 Monaco|摩纳哥 ProperName|专
bn:00027542n	SportTool|运动器材 sport|体育
bn:00040580n	FlowerGrass|花草
bn:00031924n	fish|鱼
bn:00000872n	FlowerGrass|花草
bn:00014928n	facilities|设施 bury|埋入 die|死
bn:00017517n	human|人 Occupation|职位 HeadOfState|元首 official|官
bn:00023913n	building|建筑物
bn:00001246n	part|部件 physiology|生理学 mouth|口 AnimalHuman|动物
bn:00047574n	Name|姓名 human|人
bn:00029446n	crop|庄稼 fruit|水果 food|食品
bn:00046406n	BeIndependent|独立
bn:00035520n	fish|鱼
bn:00051162n	lights|光 WeatherBad|坏天
bn:00030485n	mark|标志
bn:00001669n	sky|空域 gas|气 surround|包围
bn:00030211n	chemical|化学物 transmit|传送 electricity|电
bn:00025629n	pay|付
bn:00051386n	human|人 own|有 knowledge|知识 language|语言
bn:00029344n	commerce|商业 internet|因特网
bn:00049443n	MusicTool|乐器 China|中国
bn:00075813n	furniture|家具 put|放置
bn:00015625n	place|地方 capital|国都 city|市 Sweden|瑞典 ProperName|专
bn:00076044n	place|地方 city|市 China|中国 ProperName|专
bn:00003098n	place|地方 France|法国 ProperName|专
bn:00063102n	expression|词语
bn:00011383n	BodyFluid|体液 physiology|生理学 red|红
bn:00079729n	place|地方 city|市 Italy|意大利 ProperName|专
bn:00004665n	medical|医 bacteria|微生物
bn:00002898n	vegetable|蔬菜
bn:00006326n	tool|用具 put|放置 waste|废物 tobacoo|烟草
bn:00001661n	tool|用具 linear|线 transmit|传送 electricity|电
bn:00010900n	human|人 Dominica|多米尼加
bn:00021877n	merge|合并
bn:00051385n	human|人 own|有 knowledge|知识 language|语言
bn:00071052n	community|团体 Islam|伊斯兰教 religion|宗教
bn:00060907n	emotion|情感 excited|激动 ardent|热情
bn:00017609n	land|陆地 level|平 planar|面
bn:00080613n	LandVehicle|车 transport|运送 water|水
bn:00045389n	chemical|化学物
bn:00024097n	royal|皇 HeadOfState|元首
bn:00008480n	symbol|符号 mean|指代 information|信息 artifact|人工物
bn:00041648n	green|绿
bn:00074830n	place|地方 city|市 Germany|德国 ProperName|专
bn:00027676n	tool|用具 fit|适合
bn:00074827n	fish|鱼
bn:00015553n	place|地方 capital|国都 city|市 Iran|伊朗 ProperName|专
bn:00042889n	disease|疾病
bn:00047165n	music|音乐 ProperName|专
bn:00046956n	teach|教
bn:00072287n	disease|疾病 bacteria|微生物 medical|医 able|能 ResultIn|导致
bn:00062182n	knowledge|知识 animate|生物 physiology|生理学
bn:00004655n	physical|物质
bn:00035323n	human|人 female|女 lascivious|淫 SeekPleasure|寻欢 mating|交配
bn:00029824n	human|人 UK|英国 royal|皇 HeadOfState|元首 ProperName|专
bn:00013623n	human|人 agricultural|农
bn:00025645n	month|月 specific|特定
bn:00081377n	time|时间 day|日 China|中国 specific|特定
bn:00025017n	institution|机构 politics|政
bn:00043340n	tool|用具 listen|听
bn:00039370n	tree|树
bn:00003399n	US|美国
bn:00030170n	part|部件 implement|器具 TurnOff|止动 TurnOn|启动 facilities|设施
bn:00079550n	tool|用具 tell|告诉 direction|方向 wind|风
bn:00042905n	joyful|喜悦 happy|幸福 emotion|情感
bn:00009173n	fact|事情 defeated|输掉 miserable|悲惨
bn:00003830n	disease|疾病
bn:00017278n	part|部件
bn:00066395n	symbol|符号 math|数学
bn:00026976n	ProperName|专
bn:00026094n	thought|念头 fake|伪 MakeMisunderstand|使误知
bn:00002782n	chemical|化学物
bn:00040833n	fact|事情 recreation|娱乐
bn:00081284n	tool|用具 crop|庄稼 agricultural|农 CauseToDo|使动 wind|风
bn:00004658n	thinking|思想 like|爱惜 place|地方 country|国家 ComeToWorld|问世 regulation|规矩 BadSocial|坏风气
bn:00023734n	language|语言 mixed|杂
bn:00038625n	FlowerGrass|花草
bn:00002578n	human|人 Russia|俄罗斯 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00004559n	UK|英国 politics|政
bn:00043754n	inflamed|发炎 viscera|脏
bn:00063966n	tool|用具 break|折断
bn:00076258n	Unit|单位 information|信息 computer|电脑
bn:00000060n	time|时间 specific|特定
bn:00020358n	Occupation|职位 compile|编辑 software|软件
bn:00074061n	knowledge|知识 calculate|计算 Amount|多少
bn:00036479n	image|图像
bn:00039646n	fish|鱼
bn:00040155n	knowledge|知识 earth|大地
bn:00029844n	human|人 Occupation|职位 UK|英国 politics|政 royal|皇 HeadOfState|元首 ProperName|专
bn:00002161n	celestial|天体
bn:00014085n	facilities|设施 TakeAway|搬动 LandVehicle|车 artifact|人工物 human|人 load|装载
bn:00074889n	group|群体 animate|生物 biology|生物学
bn:00078871n	MusicTool|乐器
bn:00013322n	human|人 UK|英国 literature|文 ProperName|专 compile|编辑 publications|书刊
bn:00048909n	US|美国 ProperName|专
bn:00058667n	New_York|纽约 entertainment|艺 ProperName|专
bn:00046298n	image|图像 math|数学 angular|角 Slope|坡度 tilt|倾斜
bn:00018414n	part|部件 building|建筑物 implement|器具 exhale|呼出 gas|气
bn:00038612n	fruit|水果 tree|树
bn:00014419n	InstitutePlace|场所 commerce|商业 WhileAway|消闲 recreation|娱乐
bn:00068696n	day|日 specific|特定
bn:00007568n	place|地方 country|国家 Asia|亚洲 politics|政 Azerbaijan|阿塞拜疆 ProperName|专
bn:00055788n	tree|树
bn:00076469n	facilities|设施 religion|宗教
bn:00002155n	help|帮助
bn:00080267n	sound|声 language|语言
bn:00025333n	software|软件 store|保存 information|信息
bn:00025139n	waters|水域 Europe|欧洲 ProperName|专 linear|线
bn:00074329n	beast|走兽
bn:00019824n	knowledge|知识 mental|精神 nerve|络 physiology|生理学
bn:00058301n	humanized|拟人 defend|防守
bn:00018819n	community|团体 religion|宗教
bn:00006916n	metal|金属 chemistry|化学
bn:00032512n	eye|眼 physiology|生理学
bn:00004488n	AnimalHuman|动物 beast|走兽
bn:00056353n	beast|走兽
bn:00067808n	location|位置 right|右
bn:00025165n	ship|船
bn:00048304n	Name|姓名 human|人
bn:00066470n	problem|问题 expression|词语 guess|猜测
bn:00022796n	disease|疾病 heart|心
bn:00017169n	place|地方 country|国家 Africa|非洲 politics|政 Central_Africa|中非 ProperName|专
bn:00080094n	royal|皇 female|女
bn:00036076n	facilities|设施 decorate|装饰 jet|喷出 water|水
bn:00025036n	FlowerGrass|花草
bn:00047618n	land|陆地 surround|包围 waters|水域
bn:00044022n	character|文字
bn:00067973n	InsectWorm|虫
bn:00081454n	human|人 prove|证明
bn:00042780n	tool|用具 look|看 enlarge|扩大
bn:00013193n	institution|机构 politics|政 forming|形成 law|律法
bn:00053028n	phenomena|现象 lack|缺少 disease|疾病
bn:00011005n	Kind|类型 human|人 Color|颜色 black|黑 skin|皮
bn:00012040n	FlowerGrass|花草 decorate|装饰
bn:00027675n	computer|电脑 display|展示 show|表现
bn:00049047n	human|人 Occupation|职位 USSR|苏联 politics|政 HeadOfState|元首 ProperName|专
bn:00033999n	mating|交配 mouth|口
bn:00033919n	place|地方 country|国家 Europe|欧洲 politics|政 ProperName|专
bn:00007068n	Attribute|属性
bn:00058910n	fact|事情 ComeTogether|集聚 compete|比赛 sport|体育 ProperName|专
bn:00023266n	LandVehicle|车
bn:00072455n	RainSnow|雨雪 WeatherBad|坏天
bn:00067476n	livestock|牲畜 domesticated|家养 animal|兽
bn:00015602n	place|地方 capital|国都 city|市 Papua_New_Guinea|巴布亚新几内亚 ProperName|专
bn:00019249n	place|地方 country|国家 Europe|欧洲 politics|政 Russia|俄罗斯
bn:00006854n	metal|金属 chemistry|化学
bn:00039534n	fish|鱼
bn:00005448n	document|文书
bn:00006469n	mating|交配 force|强迫 guilty|有罪 fierce|暴
bn:00047917n	Name|姓名 human|人
bn:00057101n	place|地方 provincial|省 US|美国 ProperName|专
bn:00021613n	human|人 female|女 secondary|次 spouse|配偶 lascivious|淫
bn:00078435n	fish|鱼
bn:00004795n	beast|走兽
